127.0.0.1 - - [16/jul./2024:14:03:26 +0000] "GET / HTTP/1.1" 200 591 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0"
127.0.0.1 - - [16/jul./2024:14:03:27 +0000] "GET /favicon.ico HTTP/1.1" 404 493 "http://127.0.0.1:55555/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0"
127.0.0.1 - - [16/jul./2024:14:03:29 +0000] "GET /PA.html HTTP/1.1" 200 21775 "http://127.0.0.1:55555/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0"
127.0.0.1 - - [16/jul./2024:14:03:29 +0000] "GET /assets/vendor/fonts/boxicons.css HTTP/1.1" 200 79999 "http://127.0.0.1:55555/PA.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0"
127.0.0.1 - - [16/jul./2024:14:03:29 +0000] "GET /assets/vendor/css/core.css HTTP/1.1" 200 981701 "http://127.0.0.1:55555/PA.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0"
127.0.0.1 - - [16/jul./2024:14:03:29 +0000] "GET /alertifyjs/css/themes/default.css HTTP/1.1" 200 1767 "http://127.0.0.1:55555/PA.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0"
127.0.0.1 - - [16/jul./2024:14:03:29 +0000] "GET /sweetalert2-11.7.20/package/dist/sweetalert2.css HTTP/1.1" 200 27871 "http://127.0.0.1:55555/PA.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0"
127.0.0.1 - - [16/jul./2024:14:03:29 +0000] "GET /assets/vendor/css/theme-default.css HTTP/1.1" 200 70640 "http://127.0.0.1:55555/PA.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0"
127.0.0.1 - - [16/jul./2024:14:03:29 +0000] "GET /alertifyjs/css/alertify.css HTTP/1.1" 200 23893 "http://127.0.0.1:55555/PA.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0"
127.0.0.1 - - [16/jul./2024:14:03:30 +0000] "GET /assets/js/config.js HTTP/1.1" 200 714 "http://127.0.0.1:55555/PA.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0"
127.0.0.1 - - [16/jul./2024:14:03:29 +0000] "GET /assets/vendor/js/helpers.js HTTP/1.1" 200 103079 "http://127.0.0.1:55555/PA.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0"
